2012-04-01, 9.676000, 0.055000
2012-05-01, 12.590000, 0.109000
2012-06-01, 14.492000, 0.078000
2012-07-01, 15.076000, 0.076000
2012-08-01, 14.720000, 0.069000
2012-09-01, 13.040000, 0.069000
2012-10-01, 10.428000, 0.098000
2012-11-01, 7.156000, 0.116000
2012-12-01, 4.102000, 0.090000
2013-01-01, 3.685000, 0.097000
2013-02-01, 4.222000, 0.093000
2013-03-01, 6.261000, 0.090000
2013-04-01, 9.044000, 0.098000
2013-05-01, 12.195000, 0.104000
2013-06-01, 14.568000, 0.090000
2013-07-01, 15.003000, 0.126000
2013-08-01, 14.742000, 0.129000
2013-09-01, 13.154000, 0.104000
2013-10-01, 10.256000, 0.077000
2013-11-01, 7.424000, 0.079000
2013-12-01, 4.724000, 0.085000
2014-01-01, 3.732000, 0.075000
2014-02-01, 3.500000, 0.068000
2014-03-01, 6.378000, 0.098000
2014-04-01, 9.589000, 0.111000
2014-05-01, 12.582000, 0.068000
2014-06-01, 14.335000, 0.096000
2014-07-01, 14.873000, 0.078000
2014-08-01, 14.875000, 0.115000
2014-09-01, 13.091000, 0.086000
2014-10-01, 10.330000, 0.076000
2014-11-01, 6.713000, 0.121000
2014-12-01, 4.850000, 0.090000
2015-01-01, 3.881000, 0.130000
2015-02-01, 4.664000, 0.121000
2015-03-01, 6.740000, 0.060000
2015-04-01, 9.313000, 0.088000
2015-05-01, 12.312000, 0.081000
2015-06-01, 14.505000, 0.068000
2015-07-01, 15.051000, 0.086000
2015-08-01, 14.755000, 0.072000
2015-09-01, 12.999000, 0.079000
2015-10-01, 10.801000, 0.102000
2015-11-01, 7.433000, 0.119000
2015-12-01, 5.518000, 0.100000
