1850, 7.900667, 14.867167
1851, 8.178583, 14.991833
1852, 8.100166, 15.006500
1853, 8.041834, 14.955166
1854, 8.210501, 14.991000
1855, 8.110749, 15.021081
1856, 7.995916, 14.879334
1857, 7.758167, 14.758250
1858, 8.100250, 14.881500
1859, 8.252000, 14.929916
1860, 7.960834, 14.882916
1861, 7.846500, 14.800667
1862, 7.558584, 14.740082
1863, 8.111833, 14.935749
1864, 7.983583, 14.896500
1865, 8.177834, 14.996666
1866, 8.292166, 15.056998
1867, 8.436334, 15.058665
1868, 8.247916, 15.096917
1869, 8.432084, 15.065501
1870, 8.201333, 15.004333
1871, 8.115084, 15.005917
1872, 8.193833, 15.019333
1873, 8.351083, 15.049251
1874, 8.433500, 14.957001
1875, 7.859583, 14.921917
1876, 8.080083, 14.909416
1877, 8.539583, 15.282666
1878, 8.829751, 15.357418
1879, 8.165833, 15.064416
1880, 8.118750, 15.008667
1881, 8.270917, 15.087167
1882, 8.128917, 15.056584
1883, 7.976917, 14.963250
1884, 7.773667, 14.833249
1885, 7.919666, 14.854416
1886, 7.954500, 14.835250
1887, 7.914917, 14.816001
1888, 8.090499, 14.994083
1889, 8.318999, 15.113418
1890, 7.971666, 14.840751
1891, 8.019333, 14.943833
1892, 8.065833, 14.882500
1893, 8.056750, 14.912251
1894, 8.161000, 14.914749
1895, 8.146999, 14.968999
1896, 8.214916, 15.090584
1897, 8.293333, 15.075334
1898, 8.178000, 14.886916
1899, 8.396333, 15.048333
1900, 8.501583, 15.143916
1901, 8.541917, 15.073335
1902, 8.304418, 14.958335
1903, 8.220166, 14.836585
1904, 8.090917, 14.810417
1905, 8.225166, 14.954666
1906, 8.379084, 15.031917
1907, 7.947167, 14.874833
1908, 8.186083, 14.838166
1909, 8.178250, 14.790333
1910, 8.223000, 14.819084
1911, 8.177000, 14.776001
1912, 8.165417, 14.877167
1913, 8.297750, 14.908750
1914, 8.590500, 15.076249
1915, 8.593167, 15.143750
1916, 8.225250, 14.901333
1917, 8.023334, 14.809751
1918, 8.130833, 14.959832
1919, 8.382250, 15.006751
1920, 8.358750, 15.026250
1921, 8.571000, 15.102082
1922, 8.408000, 15.012334
1923, 8.422166, 15.027832
1924, 8.506834, 15.039332
1925, 8.534417, 15.090333
1926, 8.728833, 15.241082
1927, 8.522082, 15.122250
1928, 8.632166, 15.132248
1929, 8.242416, 14.967418
1930, 8.633583, 15.172501
1931, 8.719251, 15.228250
1932, 8.705250, 15.188000
1933, 8.338249, 15.012917
1934, 8.628333, 15.144501
1935, 8.515750, 15.118833
1936, 8.554000, 15.166167
1937, 8.698334, 15.300500
1938, 8.863667, 15.293083
1939, 8.760334, 15.302333
1940, 8.764667, 15.372083
1941, 8.768667, 15.384666
1942, 8.728416, 15.325334
1943, 8.755084, 15.345000
1944, 8.844999, 15.449085
1945, 8.584832, 15.330750
1946, 8.676917, 15.262750
1947, 8.797083, 15.310168
1948, 8.746749, 15.261167
1949, 8.586750, 15.222748
1950, 8.365251, 15.139501
1951, 8.625667, 15.311166
1952, 8.638249, 15.363084
1953, 8.873749, 15.421082
1954, 8.560666, 15.230582
1955, 8.626250, 15.174335
1956, 8.279584, 15.105999
1957, 8.732500, 15.374082
1958, 8.773750, 15.382084
1959, 8.732665, 15.340501
1960, 8.583751, 15.291916
1961, 8.797668, 15.379917
1962, 8.745917, 15.325583
1963, 8.856000, 15.376670
1964, 8.409667, 15.117084
1965, 8.527416, 15.195751
1966, 8.599334, 15.264668
1967, 8.700084, 15.294166
1968, 8.516334, 15.263917
1969, 8.595083, 15.390500
1970, 8.700916, 15.332667
1971, 8.599250, 15.200001
1972, 8.499583, 15.292918
1973, 8.948250, 15.404751
1974, 8.467501, 15.168083
1975, 8.744833, 15.238667
1976, 8.347251, 15.131084
1977, 8.850249, 15.408250
1978, 8.692749, 15.300918
1979, 8.733417, 15.414168
1980, 8.980333, 15.491833
1981, 9.165833, 15.516167
1982, 8.639167, 15.341916
1983, 9.028167, 15.520249
1984, 8.691833, 15.344167
1985, 8.658000, 15.340667
1986, 8.833584, 15.384000
1987, 8.994416, 15.524502
1988, 9.201583, 15.555751
1989, 8.922000, 15.441583
1990, 9.234166, 15.629333
1991, 9.179417, 15.598001
1992, 8.836583, 15.453000
1993, 8.866584, 15.466418
1994, 9.038749, 15.534999
1995, 9.347084, 15.637833
1996, 9.038916, 15.524666
1997, 9.202583, 15.713833
1998, 9.522666, 15.826001
1999, 9.285084, 15.600334
2000, 9.201166, 15.610668
2001, 9.414584, 15.767499
2002, 9.570416, 15.829165
2003, 9.525584, 15.826584
2004, 9.324584, 15.757249
2005, 9.700916, 15.879249
2006, 9.532500, 15.813500
2007, 9.732166, 15.827334
2008, 9.431750, 15.721250
2009, 9.505250, 15.827168
2010, 9.703082, 15.895499
2011, 9.516001, 15.769500
2012, 9.507333, 15.802333
2013, 9.606499, 15.854416
2014, 9.570666, 15.913001
2015, 9.831000, 16.058584
