1983, 9.028167, 14.679833, 0.114667
1984, 8.691833, 14.342667, 0.134083
1985, 8.658000, 14.267167, 0.119667
1986, 8.833583, 14.516833, 0.120500
1987, 8.994417, 14.699833, 0.110750
1988, 9.201583, 14.890000, 0.133667
1989, 8.922000, 14.621500, 0.111833
1990, 9.234167, 14.957667, 0.129833
1991, 9.179417, 14.839583, 0.101250
1992, 8.836583, 14.471333, 0.099000
1993, 8.866583, 14.519750, 0.078500
1994, 9.038750, 14.729250, 0.109250
1995, 9.347083, 15.026417, 0.132583
1996, 9.038917, 14.737250, 0.117917
1997, 9.202583, 14.868000, 0.120667
1998, 9.522667, 15.169417, 0.104750
1999, 9.285083, 14.982750, 0.096750
2000, 9.201167, 14.898833, 0.122667
2001, 9.414583, 15.159167, 0.103750
2002, 9.570417, 15.312333, 0.124083
2003, 9.525583, 15.249333, 0.113750
2004, 9.324583, 15.018000, 0.109083
2005, 9.700917, 15.349833, 0.113083
2006, 9.532500, 15.262000, 0.149583
2007, 9.732167, 15.533083, 0.128833
2008, 9.431750, 15.191750, 0.103500
2009, 9.505250, 15.266583, 0.107750
2010, 9.703083, 15.449000, 0.103417
2011, 9.516000, 15.284833, 0.114333
2012, 9.507333, 15.332833, 0.107333
2013, 9.606500, 15.373833, 0.115500
2014, 9.570667, 15.313583, 0.111667
2015, 9.831000, 15.572667, 0.106500
